epoch,frame,ts_ns,ast_px,ast_py,score
1,457,1787086984178577777,826.1474982649088,578.0642027556896,0.9674360156059264
1,458,1787086984211922222,825.8733875155449,578.2465384304523,0.9622091054916382
1,459,1787086984245266666,827.6010822951794,586.8574098199606,0.9497878551483154
1,460,1787086984278600000,827.5768774747849,586.9912852728739,0.9512566328048706
1,461,1787086984311944444,828.0882277861238,588.1504486203194,0.9813582301139832
1,462,1787086984345288888,828.474702835083,590.0089446408674,0.950412929058075
1,463,1787086984378633333,828.2050132453442,590.038311727345,0.953681230545044
1,464,1787086984411977777,829.5584815144539,597.3380120694637,0.9395166635513306
1,465,1787086984445311111,829.2610202729702,597.67807456851,0.9473955035209656
1,466,1787086984478655555,830.2128041237593,601.9340162500739,0.941231369972229
1,467,1787086984512000000,830.4524243175983,601.9197996258736,0.9348239302635192
1,468,1787086984545344444,830.7958696484566,601.8051114678383,0.9450095891952516
1,469,1787086984578688888,832.7706591188908,608.4625102579594,0.9244967103004456
1,470,1787086984612033333,833.2951017916203,608.6386794447899,0.9277209043502808
1,471,1787086984645366666,833.679794549942,608.7153773903847,0.9280439615249634
1,472,1787086984678711111,835.3468605875969,615.913589514792,0.9273290634155272
1,473,1787086984712055555,835.1545189619064,615.8409473001957,0.9250233769416808
1,474,1787086984745400000,837.1308985948563,623.5778535306454,0.9223846793174744
1,475,1787086984778744444,837.3136245310307,623.5930476486683,0.9191818237304688
1,476,1787086984812088888,838.499479830265,627.9638034850359,0.9101226925849916
1,477,1787086984845422222,838.5806556046009,628.1057001501322,0.9130144119262696
1,478,1787086984878766666,839.1820258051157,630.8142976909876,0.9135014414787292
1,479,1787086984912111111,839.4522410333157,631.1494264155626,0.9119637608528136
1,480,1787086984945455555,839.7378732562065,631.0776328071952,0.9119213223457336
1,481,1787086984978800000,840.9178227931261,634.81204213202,0.8844629526138306
1,482,1787086985012133333,841.6580399870872,637.9865140654147,0.8874130249023438
1,483,1787086985045477777,841.3217512965202,637.4844389855862,0.8845097422599792
1,484,1787086985078822222,842.8754971176386,646.1481990665197,0.8905539512634277
1,485,1787086985112166666,842.4480432868004,646.436350852251,0.8898083567619324
1,486,1787086985145511111,842.5641662180424,648.3081344366074,0.9528582096099854
1,487,1787086985178855555,842.9882624791935,650.487937182188,0.8846502304077148
1,488,1787086985212188888,843.1181815043092,650.4051044285297,0.8871752619743347
1,489,1787086985245533333,843.1250366717577,650.4108036756516,0.8882613778114319
1,490,1787086985278877777,843.8948501050472,653.0618080161512,0.9127257466316224
1,491,1787086985312222222,845.3384037017822,658.3353753685951,0.7511852979660034
1,492,1787086985345566666,845.4796557426453,658.4203714430332,0.7492727637290955
1,493,1787086985378911111,845.3253177404404,658.1337637752295,0.7482655048370361
1,494,1787086985412244444,846.8492212295532,660.39364361763,0.5579907298088074
1,495,1787086985445588888,846.705913066864,660.5137250423431,0.5452860593795776
1,496,1787086985478933333,848.7355860471725,659.5306260585785,0.6828372478485107
1,497,1787086985512277777,849.2394889891148,659.0738823711872,0.6887441277503967
1,498,1787086985545622222,850.0370782017708,657.4340961277485,0.7591369152069092
1,499,1787086985578955555,850.8046554178,655.0412872992456,0.8666819930076599
1,500,1787086985612300000,851.7134324014187,653.1997775435448,0.8808072209358215
1,501,1787086985645644444,852.005131052807,652.1459766328335,0.9176401495933532
1,502,1787086985678988888,852.3932932019234,650.5204082429409,0.8838980197906494
1,503,1787086985712333333,854.2038070857525,644.5128378272057,0.8332850933074951
1,504,1787086985745677777,854.2562837004662,643.7255572974682,0.831484854221344
1,505,1787086985779011111,855.3303222358227,638.5325024425983,0.84702467918396
1,506,1787086985812355555,854.6759719848633,637.715184032917,0.8838009238243103
1,507,1787086985845700000,854.0768656358123,636.44600212574,0.8824137449264526
1,508,1787086985879044444,854.0065810433589,634.8648915141821,0.9529207944869996
1,509,1787086985912388888,854.4584624767303,632.0598801523447,0.8991191983222961
1,510,1787086985945722222,855.6298521757126,627.7320842146873,0.9079062342643738
1,511,1787086985979066666,855.6869338154793,627.6107191741467,0.9065462350845336
1,512,1787086986012411111,855.985466693528,626.1648285239935,0.9507119655609132
1,513,1787086986045755555,856.4814907312393,623.9314721375704,0.9037975072860718
1,514,1787086986079100000,856.8811665698886,621.816159889102,0.8982498645782471
1,515,1787086986112444444,858.5592674612999,615.6398602128029,0.907923936843872
1,516,1787086986145777777,858.9325530081987,614.6199152469635,0.9437344670295716
1,517,1787086986179122222,859.4420185983181,613.0859849378467,0.9152847528457642
1,518,1787086986212466666,860.1064980775118,611.3314946293831,0.946696162223816
1,519,1787086986245811111,860.6801663339138,608.2541572749615,0.923222541809082
1,520,1787086986279155555,861.7718112170696,604.2325825691223,0.9322832226753236
1,521,1787086986312488888,861.8897187188268,604.469674706459,0.9253238439559937
1,522,1787086986345833333,862.6113846302032,602.5320151746273,0.9234099984169006
1,523,1787086986379177777,864.1232329457998,597.2408627420664,0.93618905544281
1,524,1787086986412522222,864.2321217656136,597.1771592497826,0.9419271945953368
1,525,1787086986445866666,865.4469840228558,592.612320870161,0.9397885203361512
1,526,1787086986479211111,865.3052923977375,592.4111571907997,0.939652681350708
1,527,1787086986512544444,866.1404095590115,588.3930987715721,0.949232578277588
1,528,1787086986545888888,866.2909011244774,586.5031211674213,0.9401951432228088
1,529,1787086986579233333,867.1216348931193,582.9599226377904,0.9544436931610109
1,530,1787086986612577777,867.8527470827103,580.7302797734737,0.9565019011497498
1,531,1787086986645922222,868.2103905677795,580.6459477543831,0.9550310373306274
1,532,1787086986679255555,869.8258014172316,575.865144520998,0.9570124745368958
1,533,1787086986712600000,870.1519871652126,575.7014899551868,0.9553706049919128
1,534,1787086986745944444,871.9879988599569,570.388793617487,0.9524587392807008
1,535,1787086986779288888,872.978480251506,569.2494346350431,0.9741805195808412
1,536,1787086986812633333,873.9781795237213,567.4433186650276,0.960038125514984
1,537,1787086986845977777,875.4099706113338,562.7493123114109,0.9636119604110718
1,538,1787086986879311111,875.8880782648921,560.8377186655998,0.939283013343811
1,539,1787086986912655555,876.8123448640108,557.137931227684,0.970284342765808
1,540,1787086986946000000,877.4044598639011,554.9343229606748,0.9655668139457704
1,541,1787086986979344444,877.5714611113071,554.7991958111525,0.9658597707748412
1,542,1787086987012688888,877.789435878396,554.9418551325798,0.9718538522720336
1,543,1787086987046022222,878.0041217301041,555.142247185111,0.974057674407959
1,544,1787086987079366666,880.4272461533546,546.381377518177,0.9583021402359008
1,545,1787086987112711111,880.3844219744205,546.2775908112526,0.9684271812438964
1,546,1787086987146055555,880.305821955204,546.2408867180347,0.973890781402588
1,547,1787086987179400000,880.2638377547264,545.0805319175124,0.8979778289794922
1,548,1787086987212744444,882.0788802281022,537.3858388066292,0.9763888120651244
1,549,1787086987246077777,881.8126819580793,537.1883766651154,0.9780179262161256
1,550,1787086987279422222,881.376444041729,537.0082212202251,0.9753057360649108
1,551,1787086987312766666,883.2587484419346,527.7935427129269,0.9673399925231934
1,552,1787086987346111111,883.1408961117268,527.3011388778687,0.9811329245567322
1,553,1787086987379455555,883.0388884842396,527.3586697876453,0.9789834022521972
1,554,1787086987412800000,885.1142381057143,518.512766033411,0.9604390859603882
1,555,1787086987446133333,884.9549625404179,518.118516869843,0.985578954219818
1,556,1787086987479477777,884.7131600677967,517.0970755964518,0.9015960097312928
1,557,1787086987512822222,886.6624791622162,508.9538237005472,0.9844991564750672
1,558,1787086987546166666,886.5567930042744,508.9047899544239,0.982088267803192
1,559,1787086987579511111,887.1333802193403,505.0784551724791,0.9866994619369508
1,560,1787086987612844444,886.6828815937042,504.4544493854046,0.9753769636154176
1,561,1787086987646188888,886.2792976796627,503.4616033732891,0.8891490697860718
1,562,1787086987679533333,887.8675751537085,495.3310043811798,0.9872321486473083
1,563,1787086987712877777,887.4381957054138,495.4229561984539,0.9762320518493652
1,564,1787086987746222222,887.8299715667963,491.512965708971,0.9810805320739746
1,565,1787086987779566666,887.3920944035053,491.428508490324,0.979171633720398
1,566,1787086987812900000,887.0275571029633,490.844631716609,0.9001114964485168
1,567,1787086987846244444,888.8063563555479,482.94486178457737,0.9893128871917723
1,568,1787086987879588888,889.1931583285332,480.764463186264,0.9861217141151428
1,569,1787086987912933333,889.2448905557394,479.7075350880623,0.9265732169151306
1,570,1787086987946277777,890.0539459548891,475.6558897793293,0.9843679070472716
1,571,1787086987979611111,889.9803786315024,475.17420418560505,0.9713970422744752
1,572,1787086988012955555,889.9655311480165,473.10805406421423,0.992395043373108
1,573,1787086988046300000,891.3546407222748,465.43251141905785,0.96658456325531
1,574,1787086988079644444,890.889787144959,465.1123487502337,0.9886943697929382
1,575,1787086988112988888,891.4315623044968,461.92063941061497,0.980671525001526
1,576,1787086988146333333,891.4429806768894,461.5485472381115,0.9738818407058716
1,577,1787086988179666666,891.4485132992268,461.5677815377712,0.9745492935180664
1,578,1787086988213011111,893.5534702539444,453.57283478975296,0.9628341794013976
1,579,1787086988246355555,893.605529665947,453.2718479335308,0.978792667388916
1,580,1787086988279700000,893.49321860075,453.3866382539272,0.9750865697860718
1,581,1787086988313044444,893.3535649478436,453.32448333501816,0.9788536429405212
1,582,1787086988346377777,895.8663541227579,442.7471062242985,0.9605166912078856
1,583,1787086988379722222,895.9040442183614,441.8373435139656,0.9109488725662231
1,584,1787086988413066666,897.1686233431101,435.702167481184,0.97845858335495
1,585,1787086988446411111,897.0591309517622,435.0449787713587,0.927459955215454
1,586,1787086988479755555,898.5868089199066,428.902929790318,0.9724807143211364
1,587,1787086988513100000,898.9127540141344,428.7442934215069,0.975932002067566
1,588,1787086988546433333,899.2108133882284,428.75480864942074,0.974669873714447
1,589,1787086988579777777,899.366513133049,428.3924309015274,0.9214500188827516
1,590,1787086988613122222,901.1441699266434,420.55877673625946,0.9730398654937744
1,591,1787086988646466666,902.3254113793372,414.9751276206225,0.905783236026764
1,592,1787086988679811111,902.3349166214466,414.4913677573204,0.9672150015830994
1,593,1787086988713144444,903.1290340274572,409.9050053432584,0.8934059143066406
1,594,1787086988746488888,903.0958341136576,408.9533180035651,0.9574788808822632
1,595,1787086988779833333,903.7869471609592,404.13837599754333,0.9732497930526732
1,596,1787086988813177777,903.5970507860184,402.22934974730015,0.9377412796020508
1,597,1787086988846522222,902.8227197080852,401.0720617994666,0.973119020462036
1,598,1787086988879866666,901.7397386133672,401.2442195415497,0.9683883190155028
1,599,1787086988913200000,901.0043978849426,401.46465623378754,0.9643157720565796
1,600,1787086988946544444,902.2586708068848,394.9316684454679,0.8163566589355469
1,601,1787086988979888888,902.6090165376664,393.7202567458153,0.9519692659378052
1,602,1787086989013233333,904.2553774118423,387.57534196972847,0.9579708576202391
1,603,1787086989046577777,904.4102776646614,387.8709234297275,0.9535691142082214
1,604,1787086989079911111,906.073725566268,381.302685290575,0.9635117053985596
1,605,1787086989113255555,906.0852952599524,380.6277224719525,0.8972805142402649
1,606,1787086989146600000,906.420044094324,377.7778932750225,0.9515188932418824
1,607,1787086989179944444,905.9986773050624,377.8775795474649,0.9620494246482848
1,608,1787086989213288888,905.8068071901798,376.888497300446,0.8472445011138916
1,609,1787086989246633333,907.0214002523572,370.73661866784096,0.9667863249778748
1,610,1787086989279966666,906.9272626712918,370.38424253463745,0.95967698097229
1,611,1787086989313311111,909.2463426291944,360.17573738098145,0.9592365622520448
1,612,1787086989346655555,909.4987978935242,359.1453331708908,0.9598799347877502
1,613,1787086989380000000,910.5037248134612,354.9165588244796,0.9595420360565186
1,614,1787086989413344444,910.670132279396,353.9324346408248,0.890498697757721
1,615,1787086989446688888,911.5844745635986,350.2725805044174,0.9591397047042848
1,616,1787086989480022222,911.839222624898,349.87698593735695,0.8892115354537964
1,617,1787086989513366666,913.7108189165592,345.22433860599995,0.9620174169540404
1,618,1787086989546711111,914.8741135448216,342.7239086031914,0.9600458741188048
1,619,1787086989580055555,915.2531101703644,342.09888726472855,0.8870353102684021
1,620,1787086989613400000,916.431066930294,336.5727070271969,0.94843590259552
1,621,1787086989646733333,917.1225998401642,331.0512775518,0.9530619382858276
1,622,1787086989680077777,916.57208776474,330.91834431886673,0.9542980790138244
1,623,1787086989713422222,916.976269280538,326.17940969765186,0.9452746510505676
1,624,1787086989746766666,916.7650229632854,325.9374724254012,0.956529974937439
1,625,1787086989780111111,916.8872203975916,325.5645241141319,0.90363609790802
1,626,1787086989813455555,918.3573868870736,321.7178189754486,0.943083882331848
1,627,1787086989846788888,918.7441504597664,321.99762973655015,0.9518156051635742
1,628,1787086989880133333,921.231844112277,312.81912429630756,0.9217111468315125
1,629,1787086989913477777,921.5662035644054,312.51837292313576,0.9398193955421448
1,630,1787086989946822222,921.92184689641,312.62875309586525,0.9466829895973206
1,631,1787086989980166666,922.463316321373,312.4049923121929,0.8906229734420776
1,632,1787086990013511111,924.5232791006564,305.7802387624979,0.9466147422790528
1,633,1787086990046844444,924.6439480483532,305.7224624454975,0.9530409574508668
1,634,1787086990080188888,925.9723830260336,299.39300417900085,0.9299354553222656
1,635,1787086990113533333,927.081280976534,302.27343958616257,0.943187177181244
1,636,1787086990146877777,927.594665378332,302.4522707462311,0.9483849406242372
1,637,1787086990180222222,929.3762043118476,307.69560754299164,0.9352347254753112
1,638,1787086990213555555,930.2223719209431,308.573059797287,0.8733612298965454
1,639,1787086990246900000,931.516892850399,313.11920307576656,0.9493107795715332
1,640,1787086990280244444,932.0038344352506,314.1344473809004,0.9087753891944884
1,641,1787086990313588888,932.6246123313904,316.4614867269993,0.9460938572883606
1,642,1787086990346933333,932.8574525862932,317.48402339220047,0.876051127910614
1,643,1787086990380277777,933.503338009119,320.8376958221197,0.9503886699676514
1,644,1787086990413611111,934.2761525511742,325.8642163723707,0.9396063685417176
1,645,1787086990446955555,933.9905358999968,326.0398010760546,0.962837815284729
1,646,1787086990480300000,934.724459260702,331.3012181222439,0.9467906355857848
1,647,1787086990513644444,934.671792924404,331.62145495414734,0.9594982862472534
1,648,1787086990546988888,934.9751218147576,332.2425118535757,0.8736386299133301
1,649,1787086990580322222,936.7383073866368,337.27341389656067,0.9656839966773988
1,650,1787086990613666666,937.4202938973904,337.10232751071453,0.9610865712165833
1,651,1787086990647011111,938.0281907413156,336.97728795558214,0.9691219329833984
1,652,1787086990680355555,938.503136485815,336.9129514545202,0.958133339881897
1,653,1787086990713700000,940.8783178031445,348.6222050189972,0.9454938769340516
1,654,1787086990747044444,941.0719875842332,349.4521751999855,0.8776349425315857
1,655,1787086990780377777,942.3953549563884,355.8925776258111,0.9636369943618774
1,656,1787086990813722222,942.4668152034284,355.7677751034498,0.9612539410591124
1,657,1787086990847066666,943.6410503089428,362.0259843096137,0.9323866963386536
1,658,1787086990880411111,943.5903006196022,362.2948143184185,0.9600626230239868
1,659,1787086990913755555,943.5688673555852,362.1906092464924,0.9609866142272948
1,660,1787086990947088888,945.4304411411284,370.660321354866,0.9093433618545532
1,661,1787086990980433333,946.0549507662654,370.6700932383538,0.9719842076301576
1,662,1787086991013777777,946.677901148796,370.1196859702468,0.9678657054901124
1,663,1787086991047122222,947.0883237347008,370.3375969529152,0.9274469614028932
1,664,1787086991080466666,948.6339720785618,377.4921182394028,0.962303340435028
1,665,1787086991113811111,948.8162452727556,377.63308492302895,0.9698988199234008
1,666,1787086991147144444,950.7336459159852,387.59517192840576,0.8858680129051208
1,667,1787086991180488888,950.914430052042,388.5783214569092,0.9666922092437744
1,668,1787086991213833333,951.0279734432696,390.68513548374176,0.9769781231880188
1,669,1787086991247177777,951.3528731167316,395.25466042757034,0.9028663039207458
1,670,1787086991280522222,951.1051710620522,396.05380506813526,0.9685326218605042
1,671,1787086991313855555,951.5161333680152,401.0171634070575,0.9695644378662108
1,672,1787086991347200000,951.2427581548692,400.9700354635715,0.976151704788208
1,673,1787086991380544444,951.9089616537094,403.4974602162838,0.9731431603431702
1,674,1787086991413888888,953.0377660244704,407.830401673913,0.9064354300498962
1,675,1787086991447233333,953.6598000824451,408.8641669005155,0.9804946184158324
1,676,1787086991480577777,953.9211640283464,408.9353323355317,0.982984185218811
1,677,1787086991513911111,954.7610424011946,413.86201736330986,0.9001390337944031
1,678,1787086991547255555,954.8685144335032,414.916010543704,0.9854872226715088
1,679,1787086991580600000,955.773272395134,423.0116398315877,0.8411970138549805
1,680,1787086991613944444,955.98205033876,424.0165756475181,0.9883214235305786
1,681,1787086991647288888,956.6640799343586,427.2875211536884,0.9803078174591064
1,682,1787086991680622222,956.7547825276852,427.01714240014553,0.9844179153442384
1,683,1787086991713966666,957.4999941587448,431.6592418849468,0.9720644354820251
1,684,1787086991747311111,957.3545345067978,431.480250954628,0.9726165533065796
1,685,1787086991780655555,958.2894938886166,436.92071971297264,0.9796384572982788
1,686,1787086991814000000,958.7416816949844,437.8621336966753,0.9718603491783142
1,687,1787086991847344444,959.1124134883283,438.9240401983261,0.9855394959449768
1,688,1787086991880677777,959.8889502435924,443.6636039316654,0.982333481311798
1,689,1787086991914022222,959.4688340723516,443.6357354223728,0.9724494814872742
1,690,1787086991947366666,959.5300371050836,446.19257935881615,0.976613461971283
1,691,1787086991980711111,959.9721102584152,448.9465747624636,0.8738293051719666
1,692,1787086992014055555,960.9904337031768,451.8912057504058,0.9895625114440918
1,693,1787086992047400000,961.5303652584552,451.3235045671463,0.9728540778160096
1,694,1787086992080733333,961.8911973387004,450.9873835882172,0.9847443699836732
1,695,1787086992114077777,963.08380997926,459.2273952513933,0.9703159332275392
1,696,1787086992147422222,962.4283861517906,459.1571920216083,0.9796760082244872
1,697,1787086992180766666,961.402235418558,458.6790629029274,0.9763633012771606
1,698,1787086992214111111,962.0540190823376,464.8901288062334,0.9758204221725464
1,699,1787086992247444444,962.2337511777878,464.9178073704242,0.9831501245498656
1,700,1787086992280788888,964.0663176104426,473.091270044446,0.9638691544532776
1,701,1787086992314133333,964.6187345087528,473.152141854167,0.9752107858657836
1,702,1787086992347477777,965.0747965723276,475.3169167935848,0.9776575565338136
1,703,1787086992380822222,965.0256366003304,475.49452394247055,0.9708091616630554
1,704,1787086992414166666,965.6648274958134,480.74487841129303,0.972114086151123
1,705,1787086992447500000,965.5145672559738,481.20413778722286,0.9734017848968506
1,706,1787086992480844444,965.8585489243268,482.9039510563016,0.8607794642448425
1,707,1787086992514188888,967.039586380124,489.10112262517214,0.9745000004768372
1,708,1787086992547533333,968.0035515476484,492.8704146593809,0.9772980213165284
1,709,1787086992580877777,968.2933470904828,492.8674022108317,0.9712483286857604
1,710,1787086992614211111,969.4658976793288,498.2024443000555,0.9607433080673218
1,711,1787086992647555555,969.8928809389472,498.3544554710388,0.9668270349502563
1,712,1787086992680900000,970.0858896747231,498.2148240804672,0.9642165899276732
1,713,1787086992714244444,970.6001171767712,500.2322832196951,0.8844255208969116
1,714,1787086992747588888,970.9516328312455,504.5596667826176,0.960114061832428
1,715,1787086992780933333,970.7195983827114,504.5011956095695,0.954683780670166
1,716,1787086992814266666,970.4681646227835,504.4054785370827,0.9512554407119752
1,717,1787086992847611111,971.956370808184,514.1826460212469,0.9483076333999634
1,718,1787086992880955555,972.2057973742484,514.6062651872635,0.9559884071350098
1,719,1787086992914300000,972.652131140232,516.2105754166842,0.8406636118888855
1,720,1787086992947644444,973.519750714302,523.3906675875187,0.9467536807060242
1,721,1787086992980977777,973.7077542245388,525.3159243762493,0.9512646794319152
1,722,1787086993014322222,973.5164186060427,525.1235531046987,0.9487597942352296
1,723,1787086993047666666,973.987466624938,530.1162746921182,0.9486280083656312
1,724,1787086993081011111,974.182099968195,532.3357792496681,0.944898784160614
1,725,1787086993114355555,974.6391332745552,534.9284270554781,0.9456995725631714
1,726,1787086993147700000,975.1028752923012,535.5912830531597,0.9563912749290466
1,727,1787086993181033333,975.7108654379844,536.9374347254634,0.941174566745758
1,728,1787086993214377777,976.4867218732834,541.546196192503,0.936762273311615
1,729,1787086993247722222,976.4564445316792,541.7204406261444,0.937530755996704
1,730,1787086993281066666,976.2660852074624,541.5854796767235,0.9346669912338256
1,731,1787086993314411111,976.7963878810406,546.6266861259937,0.935633659362793
1,732,1787086993347744444,976.8069882392884,546.8657855689526,0.9339166879653932
1,733,1787086993381088888,977.925880253315,555.142015427351,0.9226496815681458
1,734,1787086993414433333,978.3148328959942,557.0659106448293,0.9517166018486024
1,735,1787086993447777777,978.7847467213868,558.9939113389701,0.925692856311798
1,736,1787086993481122222,979.1172904744744,558.9481923989952,0.9281918406486512
1,737,1787086993514466666,980.4505696892738,565.0995201393962,0.9210795760154724
1,738,1787086993547800000,981.3162126541138,566.4894447922707,0.9427220821380616
1,739,1787086993581144444,981.6304133534431,568.2386931627989,0.9173292517662048
1,740,1787086993614488888,981.3996247947216,567.8569476306438,0.9165581464767456
1,741,1787086993647833333,981.1608899831772,567.7052091658115,0.9167232513427734
1,742,1787086993681177777,982.1554122418164,574.5425043106079,0.9070192575454712
1,743,1787086993714511111,982.5267249941826,575.4004552960396,0.8963150382041931
1,744,1787086993747855555,983.8505899012088,581.6010095477104,0.907342791557312
1,745,1787086993781200000,983.9244363233448,582.1241320967674,0.9072465300559998
1,746,1787086993814544444,983.6289702057838,582.2281928062439,0.9037467241287231
1,747,1787086993847888888,983.1148460954428,582.1187597587705,0.9073219895362854
1,748,1787086993881233333,983.453153192997,588.9290095418692,0.8971994519233704
1,749,1787086993914566666,983.82394964993,589.6128388643265,0.8883071541786194
1,750,1787086993947911111,984.441037207842,593.708260267973,0.8588759303092957
1,751,1787086993981255555,985.741683870554,598.2190685272217,0.8782949447631836
1,752,1787086994014600000,986.916776150465,600.5069956481457,0.8726117610931396
1,753,1787086994047944444,987.6436517238616,602.573318272829,0.9297882318496704
1,754,1787086994081288888,988.1961008310318,605.0095266951248,0.8671011328697205
1,755,1787086994114622222,988.3618984520436,607.1906732469797,0.927030622959137
1,756,1787086994147966666,988.4368070960044,609.572602212429,0.8589332699775696
1,757,1787086994181311111,988.193849608302,612.2091960608959,0.8589056134223938
1,758,1787086994214655555,988.6828027069567,614.5224272608757,0.9140050411224364
1,759,1787086994248000000,989.163189098239,616.8097212612629,0.852470874786377
1,760,1787086994281333333,989.5396605730056,618.9554125182331,0.9233695864677428
1,761,1787086994314677777,989.8898058757186,621.5987212061882,0.8453176617622375
1,762,1787086994348022222,989.9334053620696,623.396007925272,0.8501984477043152
1,763,1787086994381366666,990.2878747582436,623.3876915872097,0.8446704745292664
1,764,1787086994414711111,991.5659205913544,628.3965400457382,0.8520207405090332
1,765,1787086994448055555,992.4530453681946,630.6690525114536,0.9064182639122008
1,766,1787086994481388888,992.8635493814944,633.0783886909485,0.8380327224731445
1,767,1787086994514733333,993.0605253838004,637.0521278493106,0.8488022685050964
1,768,1787086994548077777,993.2651644349098,637.6792026758194,0.836167573928833
1,769,1787086994581422222,993.4082277417184,639.5288027524948,0.7881847023963928
1,770,1787086994614766666,994.2161790579556,640.8081156611443,0.7713966369628906
1,771,1787086994648111111,995.0844068303704,642.3067173957825,0.666833221912384
1,772,1787086994681444444,995.779444679618,642.5418893694878,0.6517415642738342
1,773,1787086994714788888,996.4371234476566,643.3377518355846,0.6079861521720886
1,774,1787086994748133333,996.435824483633,643.3143446147442,0.6081216931343079
1,775,1787086994781477777,996.3791851997375,643.2037924230099,0.6084410548210144
