epoch,offset_old,offset_new,offset_final,source,delta_ms,line,old_off_line_ms,new_off_line_ms,shape_r,track_resid,track_aniso,t_s,cond,offset_global
20,-0.8580354929354848,-0.7592727363444582,-0.7223001805447973,global-model,98.76275659102652,-0.7342727363444513,-123.76275659103342,-25.000000000006906,0.9281610173283357,5.147489075051844,2.7424533576736634,494.6614219,TRACKING,-0.7223001805447973
21,-0.769260362188933,-0.7084691924225992,-0.7060491750249833,global-model,60.79116976633381,-0.7184691924225914,-50.79116976634157,9.999999999992237,0.993680605414174,1.2225318482723602,1.0428278339977752,521.6546331,TRACKING,-0.7060491750249833
22,-0.7204852314423813,-0.7426656485007381,-0.720135725769071,global-model,-22.180417058356827,-0.7026656485007314,-17.81958294164987,-40.00000000000669,0.9818489181497954,0.509311795075497,1.0412377065194267,547.6964939,WATCHING,-0.720135725769071
23,-0.7050434340291629,-0.7018621045788787,-0.7039601305740687,global-model,3.181329450284265,-0.6868621045788714,-18.181329450291493,-15.00000000000723,0.9987924843936045,0.4940509129851522,1.0654773238992985,574.5644472,WATCHING,-0.7039601305740687
24,-0.6762683032826112,-0.7060585606570182,-0.6884457616634797,global-model,-29.79025737440699,-0.6710585606570114,-5.209742625599811,-35.00000000000681,0.999164536170933,0.5311207234994019,1.23574132213453,600.3340918,WATCHING,-0.6884457616634797
25,-0.6174931725360595,-0.5752550167351607,-0.6431985212999372,global-model,42.238155800898845,-0.6552550167351514,37.7618441990919,79.99999999999075,0.9973130019847849,0.50127110946889,1.1874107813108654,626.0506945,TRACKING,-0.6431985212999372
26,-0.572051375122841,-0.6844514728132911,-0.6257011064010488,global-model,-112.40009769045012,-0.6394514728132914,67.40009769045041,-44.99999999999971,0.9593245095557531,2.7900722148766413,2.0780283715726258,655.114214,TRACKING,-0.6257011064010488
27,-0.614942911042956,-0.6386479288914311,-0.6380070678541874,global-model,-23.70501784847512,-0.6236479288914314,8.705017848475439,-14.99999999999968,0.9788734507013274,0.7193700894472703,1.0735786965793588,684.1136655,WATCHING,-0.6380070678541874
28,-0.5995011136297375,-0.25784438496957074,-0.5933322932630595,global-model,341.6567286601667,-0.6078443849695714,8.343271339833924,350.0000000000006,0.5910255610546371,2.3913443935798786,3.5548525781126417,708.8793923,TRACKING,-0.5933322932630595
29,-0.794059316216519,-0.9170408410477113,-0.5782872599905737,global-model,-122.98152483119229,-0.5920408410477114,-202.01847516880767,-324.99999999999994,0.7562258967949181,1.1051005487649737,1.2607186255192755,733.869462,TRACKING,-0.5782872599905737
30,-0.586950852136634,-0.6012372971258511,-0.5608182226906011,global-model,-14.28644498921705,-0.5762372971258514,-10.713555010782638,-24.999999999999687,0.9990819891036353,0.4795518336707726,1.1109534342904241,762.8858458,TRACKING,-0.5608182226906011
31,-0.5531757213900823,-0.565433753203991,-0.5749092142657973,global-model,-12.25803181390872,-0.5604337532039914,7.258031813909049,-4.999999999999671,0.9987892771035543,0.5223418181022386,1.1194578778120299,788.9203303,WATCHING,-0.5749092142657973
32,-0.4394005906435306,-0.539630209282131,-0.5581792490093572,global-model,-100.22961863860041,-0.5446302092821314,105.22961863860075,5.0000000000003375,0.995153033080071,1.2876065519640938,1.4458196183350986,816.7091022,WATCHING,-0.5581792490093572
33,-0.3322921265636455,-0.4188266653602709,-0.5122861243392748,global-model,-86.53453879662543,-0.5288266653602713,196.53453879662587,110.00000000000043,0.9186276185381763,7.6377390554463425,2.3074648887817797,843.4985303,TRACKING,-0.5122861243392748
34,-0.5685169958170937,-0.8380231214384113,-0.5270283878209604,global-model,-269.5061256213176,-0.5130231214384113,-55.493874378682364,-324.99999999999994,0.7603556632048254,0.8685400354411006,1.7308349965979988,868.4512405,WATCHING,-0.5270283878209604
35,-0.5064085317372087,-0.502219577516551,-0.5121000958545162,global-model,4.188954220657681,-0.4972195775165513,-9.188954220657353,-4.999999999999671,0.9979991633005283,1.241124197326166,1.3453077262681228,893.2474008,WATCHING,-0.5121000958545162
36,-0.4426334009906568,-0.8164160335946913,-0.4965817398105158,global-model,-373.7826326040345,-0.4814160335946913,38.782632604034525,-334.99999999999994,0.7271614899658363,0.3656976947747581,1.0182817389360923,919.0236681,WATCHING,-0.4965817398105158
37,-0.4171916035774384,-0.45061248967283096,-0.45069837951438546,global-model,-33.42088609539257,-0.4656124896728313,48.42088609539291,15.000000000000346,0.9360136272018018,6.0375706932361535,1.767387266269712,945.7968774,TRACKING,-0.45069837951438546
38,-0.4500831394975534,-0.499808945750971,-0.46539348835698036,global-model,-49.7258062534176,-0.4498089457509713,-0.2741937465821076,-49.99999999999971,0.9989110757538695,0.9436313294159564,1.1754450125664715,970.8279123,WATCHING,-0.46539348835698036
39,-0.449641342084335,-0.40900540182911094,-0.4195255216937957,global-model,40.63594025522404,-0.4340054018291113,-15.63594025522369,25.000000000000355,0.9893799855576351,1.7608933225404133,1.1981236835416325,997.5755525,TRACKING,-0.4195255216937957
40,-0.4191995446711165,-0.7282018579072512,-0.4342010863762503,global-model,-309.00231323613474,-0.4182018579072513,-0.997686763865191,-309.99999999999994,0.6846094243033318,0.5214890377555309,1.0142666733445074,1022.6390506,WATCHING,-0.4342010863762503
41,-0.4337577472578982,-0.40239831398539105,-0.3889110967445418,global-model,31.35943327250712,-0.4023983139853914,-31.359433272506788,3.3306690738754696e-13,0.9915454339856883,1.0549664197382,1.2500421701927247,1048.4266606,TRACKING,-0.3889110967445418
42,-0.4016492831780131,-0.39159477006353105,-0.40241616435407646,global-model,10.054513114482022,-0.3865947700635314,-15.054513114481693,-4.999999999999671,0.9974533977971612,0.8844060607043025,1.0675231469786672,1075.4343753,WATCHING,-0.40241616435407646
